Plot,Isolate_x,Isolate_y,SICA,escape_ratio_x_from_y,escape_ratio_y_from_x,alt_escape_ratio_x_from_y,alt_escape_ratio_y_from_x
4,4B,4I,Streptomycin,2.696811971,0.14556962,1.245611074,0.519163763
4,4B,4I,Streptothricin,1.468445023,0,1.258102633,0.842818428
4,4B,4I,Tetracycline,2.012361744,0.208860759,0.759115463,0.122725513
4,4B,4I,Vancomycin,0.181522446,14.70253165,0.104659014,2.953155246
4,4B,4J,Chloramphenicol,0.419111816,40.47368421,0.269455748,4.163755459
4,4B,4J,Rifampicin,0.717684377,0.263157895,0.830239064,2.058951965
4,4B,4J,Streptomycin,0.22482157,1.736842105,0.530264496,4.006550218
4,4B,4J,Streptothricin,1.073750991,0,1.034715158,0.851528384
4,4B,4J,Tetracycline,1.097145123,3.947368421,0.617624619,0.707423581
4,4B,4J,Vancomycin,0.136796193,70.94736842,0.13809766,7.089519651
4,4C,4D,Chloramphenicol,46.0625,0.215088283,28.54237288,0.096873662
4,4C,4D,Rifampicin,0.75,0.311797753,4.220338983,0.915631692
4,4C,4D,Streptomycin,5,0.101123596,1.86440678,0.884710921
4,4C,4D,Streptothricin,337.125,0,164.3728814,0.009678801
4,4C,4D,Tetracycline,0,1.318619583,2.610169492,0.681199143
4,4C,4D,Vancomycin,114.0625,0.097110754,53.10169492,0.116745182
4,4C,4E,Chloramphenicol,7.275324675,0,2.388138138,0.038128972
4,4C,4E,Rifampicin,0.438961039,0.169174087,0.643393393,0.996249609
4,4C,4E,Streptomycin,2.028571429,0.153208474,1.141891892,0.725596416
4,4C,4E,Streptothricin,7.241558442,0,4.642642643,0.400770914
4,4C,4E,Tetracycline,3.148051948,0.153208474,1.191441441,0.124804667
4,4C,4E,Vancomycin,0.348051948,0.632483881,0.656156156,1.291280342
4,4C,4F,Chloramphenicol,Inf,0.169120287,2.637894737,0.108525597
4,4C,4F,Rifampicin,NA,0.207181329,0.063157895,1.224378651
4,4C,4F,Streptomycin,NA,0.170915619,0.037894737,1.172195267
4,4C,4F,Streptothricin,Inf,0,4.52,0.229032577
4,4C,4F,Tetracycline,Inf,0.66427289,0.467368421,0.445192593
4,4C,4F,Vancomycin,Inf,0.088330341,3.469473684,0.239231607
4,4C,4G,Chloramphenicol,9.488636364,0.041269137,3.156609195,0.072489786
4,4C,4G,Rifampicin,15.17045455,0.0319503,10.11494253,0.064875573
4,4C,4G,Streptomycin,2.113636364,0.116929221,1.686781609,0.432214931
4,4C,4G,Streptothricin,4.170454545,0,3.125,0.377677355
4,4C,4G,Tetracycline,1.607954545,0.782116707,1.034482759,0.425405472
4,4C,4G,Vancomycin,5.392045455,0.245617928,2.698275862,0.299925715
4,4C,4H,Chloramphenicol,6.3125,0.472127418,1.171717172,0.340276426
4,4C,4H,Rifampicin,63.125,0.105802048,23.75252525,0.165563558
4,4C,4H,Streptomycin,0,0.174819871,0.393939394,0.969826747
4,4C,4H,Streptothricin,263.5625,0,48.62626263,0.006521316
4,4C,4H,Tetracycline,0,1.670079636,0.257575758,1.003990656
4,4C,4H,Vancomycin,11.5,0.326128176,3.363636364,0.542242554
4,4C,4I,Chloramphenicol,0.592193809,0.97641857,0.512953368,0.718490083
4,4C,4I,Rifampicin,0.781965007,0.18275608,1.355684243,0.528897419
4,4C,4I,Streptomycin,2.741588156,0.036109064,1.079853703,0.606952442
4,4C,4I,Streptothricin,3.399730821,0,2.599512344,0.440392408
4,4C,4I,Tetracycline,1.652759085,0.336035372,0.54221274,0.249520154
4,4C,4I,Vancomycin,1.02153432,0.872512896,0.544651021,1.292173171
4,4C,4J,Chloramphenicol,0.794559771,0.553540587,0.444398767,0.739130435
4,4C,4J,Rifampicin,0.85182534,0.411917098,0.70729702,0.851902174
4,4C,4J,Streptomycin,0.198997853,0.303972366,0.283042138,1.985054348
4,4C,4J,Streptothricin,2.120973515,0,1.875436793,0.085597826
4,4C,4J,Tetracycline,0.761632069,0.607944732,0.366084275,0.370923913
4,4C,4J,Vancomycin,0.778811739,0.603626943,0.585200411,1.028985507
4,4D,4E,Chloramphenicol,1.935064935,0,0.34029736,0.088255109
4,4D,4E,Rifampicin,0.463474026,1.103286385,0.712509613,0.858746912
4,4D,4E,Streptomycin,1.25974026,1.704225352,0.981543194,0.6474287
4,4D,4E,Streptothricin,0.55762987,24.54460094,0.2412202,2.050303166
4,4D,4E,Tetracycline,5.300324675,0,1.112919764,0.111161015
4,4D,4E,Vancomycin,0.054383117,31.79342723,0.086772622,3.136761734
4,4D,4F,Chloramphenicol,Inf,4.745098039,0.290580096,0.842582106
4,4D,4F,Rifampicin,Inf,0.460784314,0.589143161,2.326160815
4,4D,4F,Streptomycin,NA,2.882352941,0.505854178,1.983012458
4,4D,4F,Streptothricin,NA,43.31372549,0.059340075,5.647791619
4,4D,4F,Tetracycline,Inf,0,0.99467802,0.120611552
4,4D,4F,Vancomycin,Inf,14.64705882,0.322778073,2.12400906
4,4D,4G,Chloramphenicol,2.507692308,0.242009132,0.515716273,0.185693156
4,4D,4G,Rifampicin,11.72820513,0.452054795,4.75744089,0.09009009
4,4D,4G,Streptomycin,1.054700855,1.438356164,1.699582754,0.228452333
4,4D,4G,Streptothricin,0.2,34.42922374,0.119332406,1.874411725
4,4D,4G,Tetracycline,2.994871795,0.456621005,1.309596662,0.411590695
4,4D,4G,Vancomycin,0.452991453,13.7716895,0.290959666,0.777598494
4,4D,4H,Chloramphenicol,Inf,Inf,0.090468986,2.332011331
4,4D,4H,Rifampicin,Inf,Inf,4.105597579,0.071388102
4,4D,4H,Streptomycin,NA,Inf,0.84871407,1.400566572
4,4D,4H,Streptothricin,Inf,Inf,0.475642965,0.904249292
4,4D,4H,Tetracycline,NA,Inf,0.220574887,1.809631728
4,4D,4H,Vancomycin,Inf,Inf,0.146444781,4.056090652
4,4D,4I,Chloramphenicol,0.068723703,8.849462366,0.080098531,2.033226837
4,4D,4I,Rifampicin,0.725572698,0.247311828,1.149749427,0.720127796
4,4D,4I,Streptomycin,2.417952314,1.817204301,1.005860868,0.591693291
4,4D,4I,Streptothricin,0.440860215,29.07526882,0.221014185,3.65686901
4,4D,4I,Tetracycline,3.087891538,0.075268817,0.749171834,0.263258786
4,4D,4I,Vancomycin,0.213651239,37.5483871,0.125711373,4.806389776
4,4D,4J,Chloramphenicol,0.215752597,Inf,0.115950031,7.884259259
4,4D,4J,Rifampicin,0.616815656,Inf,0.869556215,2.768518519
4,4D,4J,Streptomycin,0.131191109,Inf,0.570639796,4.884259259
4,4D,4J,Streptothricin,0.217927036,Inf,0.18096487,15.14814815
4,4D,4J,Tetracycline,1.341870017,Inf,0.613914004,0.62037037
4,4D,4J,Vancomycin,0.129258275,Inf,0.135896197,14.64814815
4,4E,4F,Chloramphenicol,NA,2.082914573,0.054889834,0.450467004
4,4E,4F,Rifampicin,Inf,0.510050251,0.465403943,0.924360741
4,4E,4F,Streptomycin,Inf,1.702680067,0.432547352,1.318940438
4,4E,4F,Streptothricin,Inf,2.21440536,0.827212988,1.038585209
4,4E,4F,Tetracycline,NA,3.429648241,0.147081562,0.830500689
4,4E,4F,Vancomycin,Inf,0.200167504,2.312330885,0.185423365
4,4E,4G,Chloramphenicol,0.014492754,1.240681576,0.026817219,0.212244424
4,4E,4G,Rifampicin,13.7942029,0.037273695,10.49611856,0.020329926
4,4E,4G,Streptomycin,0.657971014,0.727369542,2.486944248,0.451672862
4,4E,4G,Streptothricin,1.176811594,2.652822151,1.369089626,0.952950743
4,4E,4G,Tetracycline,0,4.051118211,0.079745942,0.773001859
4,4E,4G,Vancomycin,4.124637681,0.182108626,6.828510939,0.130343866
4,4E,4H,Chloramphenicol,0,5.18079096,0.013228078,0.945350985
4,4E,4H,Rifampicin,9.248826291,0.15819209,2.654789844,0.113146552
4,4E,4H,Streptomycin,1.427230047,1.469868173,0.534670365,1.069581281
4,4E,4H,Streptothricin,19.89671362,0.547080979,1.823554512,0.203663793
4,4E,4H,Tetracycline,0,7.713747646,0.066140388,1.687653941
4,4E,4H,Vancomycin,5.976525822,0.296610169,1.818647322,0.293719212
4,4E,4I,Chloramphenicol,0,28.53703704,0.002532256,3.153417015
4,4E,4I,Rifampicin,1.892783505,0.759259259,1.344628,0.332635983
4,4E,4I,Streptomycin,6.113402062,1,0.884360304,0.831938633
4,4E,4I,Streptothricin,1.301030928,4.287037037,0.757506331,1.5027894
4,4E,4I,Tetracycline,0.78556701,3,0.091643555,0.376569038
4,4E,4I,Vancomycin,1.243298969,0.731481481,0.987218136,0.654114365
4,4E,4J,Chloramphenicol,0.094751193,50.35185185,0.048239437,6.497706422
4,4E,4J,Rifampicin,1.100204499,0,0.94471831,1.068807339
4,4E,4J,Streptomycin,0.211997273,10.38888889,0.445950704,6.027522936
4,4E,4J,Streptothricin,0.714383095,13.38888889,0.69568662,2.993119266
4,4E,4J,Tetracycline,0.372188139,14.01851852,0.132042254,2.126146789
4,4E,4J,Vancomycin,1.402862986,1.407407407,1.095862676,0.809633028
4,4F,4G,Chloramphenicol,2.116385911,Inf,0.653225806,0.106633964
4,4F,4G,Rifampicin,10.25267994,Inf,6.813416422,0.030366737
4,4F,4G,Streptomycin,1.280245023,Inf,2.678519062,0.151249708
4,4F,4G,Streptothricin,0.704441041,Inf,0.942815249,0.739546835
4,4F,4G,Tetracycline,1.572741194,Inf,0.85483871,0.491707545
4,4F,4G,Vancomycin,1.920367534,Inf,0.943548387,0.55746321
4,4F,4H,Chloramphenicol,0.225490196,Inf,0.105282877,1.186158283
4,4F,4H,Rifampicin,24.33333333,NA,5.760584489,0.012175585
4,4F,4H,Streptomycin,0.235294118,NA,1.295616336,0.48830503
4,4F,4H,Streptothricin,35.29411765,NA,3.658298988,0.011855175
4,4F,4H,Tetracycline,0,Inf,0.044211315,1.957065043
4,4F,4H,Vancomycin,1.303921569,Inf,0.377294867,1.648189683
4,4F,4I,Chloramphenicol,0.295041728,Inf,0.139793566,1.836642087
4,4F,4I,Rifampicin,0.689248895,Inf,1.489528009,0.318207601
4,4F,4I,Streptomycin,2.921944035,NA,1.329191302,0.423709586
4,4F,4I,Streptothricin,1.326460481,NA,0.851688546,1.060124787
4,4F,4I,Tetracycline,1.990672558,Inf,0.552159535,0.355643789
4,4F,4I,Vancomycin,0.608738341,Inf,0.230584227,3.292682927
4,4F,4J,Chloramphenicol,0.325994695,Inf,0.177797399,10.40677966
4,4F,4J,Rifampicin,0.597082228,Inf,1.12032429,0.350282486
4,4F,4J,Streptomycin,0.199469496,Inf,0.768341628,4.282485876
4,4F,4J,Streptothricin,0.873209549,Inf,0.771552416,2.88700565
4,4F,4J,Tetracycline,0.917506631,Inf,0.438192326,1.259887006
4,4F,4J,Vancomycin,0.416976127,Inf,0.306550008,13.98870056
4,4G,4H,Chloramphenicol,0.050228311,6.234165067,0.037681913,1.979256698
4,4G,4H,Rifampicin,2.095890411,5.297504798,0.200493763,1.958945549
4,4G,4H,Streptomycin,1.392694064,1.274472169,0.190748441,2.396715644
4,4G,4H,Streptothricin,25.38812785,0.203454894,1.793399168,0.136127917
4,4G,4H,Tetracycline,0.237442922,2.817658349,0.276637214,2.697061366
4,4G,4H,Vancomycin,1.136986301,2.268714012,0.23024948,1.603284356
4,4G,4I,Chloramphenicol,0.002656748,9.153508772,0.03637913,2.708955224
4,4G,4I,Rifampicin,0.218384697,5.5,0.035199266,3.781923715
4,4G,4I,Streptomycin,1.91445271,1.100877193,0.52208967,1.210613599
4,4G,4I,Streptothricin,1.254516472,0.74122807,0.746263765,0.825041459
4,4G,4I,Tetracycline,1.678533475,0,0.445595176,0.030679934
4,4G,4I,Vancomycin,0.329436769,4.412280702,0.17206345,3.258706468
4,4G,4J,Chloramphenicol,0.143273151,64.71428571,0.094085873,78.67857143
4,4G,4J,Rifampicin,0.071927781,67.39285714,0.072920686,205.5357143
4,4G,4J,Streptomycin,0.135701805,12.17857143,0.242021716,56.75
4,4G,4J,Streptothricin,0.924286546,5.035714286,0.725513972,10.78571429
4,4G,4J,Tetracycline,1.240535818,5.285714286,0.408366863,10.53571429
4,4G,4J,Vancomycin,0.15987187,19,0.268147495,47.25
4,4H,4I,Chloramphenicol,0.44012945,5.741935484,0.328920863,1.053500285
4,4H,4I,Rifampicin,0.199568501,9.580645161,0.247865707,2.059191804
4,4H,4I,Streptomycin,2.805285868,0,1.112230216,0.575981787
4,4H,4I,Streptothricin,0.333872708,22.41935484,0.210839329,3.013659647
4,4H,4I,Tetracycline,4.176375405,0,1.067721823,0.146841207
4,4H,4I,Vancomycin,0.642934196,6.946236559,0.419856115,2.130904952
4,4H,4J,Chloramphenicol,0.590777262,Inf,0.367775695,12.88732394
4,4H,4J,Rifampicin,0.244199536,Inf,0.167213371,50.46478873
4,4H,4J,Streptomycin,0.167053364,Inf,0.618009997,14.54929577
4,4H,4J,Streptothricin,0.254930394,Inf,0.171665105,39.77464789
4,4H,4J,Tetracycline,1.907482599,NA,0.878475476,0.309859155
4,4H,4J,Vancomycin,0.42662413,Inf,0.503748828,13.66197183
4,4I,4J,Chloramphenicol,2.07223796,1.222222222,0.698651554,1.291825095
4,4I,4J,Rifampicin,1.005665722,4.518518519,0.532734024,2.979087452
4,4I,4J,Streptomycin,0,43.2037037,0.389876881,5.41634981
4,4I,4J,Streptothricin,0.837110482,7.944444444,0.837600156,1.725285171
4,4I,4J,Tetracycline,0.817280453,9,0.272816103,0.991444867
4,4I,4J,Vancomycin,1.07223796,3.925925926,1.148329099,0.978136882
